monkey|猴年马月|意思是指某些事情的前景尚未可知，也指事情未来的结果无法预料，泛指未来的岁月
monkey|沐猴而冠 |猴子穿衣戴帽，究竟不是真人。比喻虚有其表，形同傀儡。常用来讽刺投靠恶势力窃据权位的人。
monkey|猴子救月|意思是形容没事找事，结果自己反而受到伤害
monkey|尖嘴猴腮|意思是尖嘴巴，瘦面颊。形容人相貌丑陋粗俗
monkey|五马六猴|形容不守规矩、不受管束的人。
monkey|猴头猴脑|意思是像猴子那样好动，形容行动浮躁
monkey|猿猴取月|水中捉月，意思是比喻愚昧无知。也比喻白费力气
monkey|杀鸡儆猴|儆（jǐng）杀鸡给猴子看；比喻用惩罚一个人的办法来警告别的人
monkey|轩鹤冠猴|意思是乘轩之鹤，戴帽之猴；比喻滥厕禄位、虚有其表的人
rooster|鸡犬不留|形容屠杀残酷，连鸡狗都不能幸免。
rooster|呆若木鸡|意思是形容一个人有些痴傻发愣的样子，或因恐惧或惊异而发愣的样子
rooster|鸡毛蒜皮|比喻无关紧要的琐碎事情
rooster|金鸡独立|指独腿站立的一种武术姿势。后也指用一足站立。
rooster|鸡犬不宁|形容骚扰得厉害，连鸡狗都不得安宁
rooster|鹤立鸡群|象鹤站在鸡群中一样。比喻一个人的仪表或才能在周围一群人里显得很突出
rooster|缚鸡之力|捆鸡的力量。比喻体弱无力。
rooster|鸡犬升天|意思是指一个人做了大官，和他有关的人也跟着得势
rooster|杀鸡取卵|为了要得到鸡蛋，不惜把鸡杀了。比喻贪图眼前的好处而不顾长远利益。
rooster|闻鸡起舞|原意为听到鸡啼就起来舞剑，后来比喻有志报国的人即时奋起
dog|狗血淋头|形容骂得很凶
dog|狐朋狗友|泛指一些吃喝玩乐、不务正业的朋友
dog|偷鸡摸狗|指偷窃的行为，也指不正经的勾当
dog|狼心狗肺|形容心肠像狼和狗一样凶恶狠毒
dog|狗仗人势|比喻坏人依靠某种势力欺侮人。
dog|狗头军师|比喻爱给人出主意而主意又不高明的人。也比喻专门出坏主意的人。
dog|人模狗样|身分是人，举止形容却像狗。多用于嘲讽。
dog|鸡飞狗跳|把鸡吓得飞起来，把狗吓得到处乱跳。形容惊慌得乱成一团。
dog|蝇营狗苟|营：谋求；苟：苟且偷生。比喻为了追逐名利，不择手段，象苍蝇一样飞来飞去，象狗一样的不识羞耻。
dog|狗急跳墙|狗急了也能跳过墙去。比喻坏人在走投无路时豁出去，不顾一切地捣乱。
pig|猪朋狗友|比喻好吃懒做、不务正业的坏朋友
pig|一龙一猪|一是龙，一是猪。比喻同时的两个人，高下判别极大。
pig|狗猪不食其余|狗猪都不吃他剩下的东西,形容人的品行极其卑鄙龌龊。
pig|泥猪瓦狗|泥塑的猪，土捏的狗。比喻不中用。 
pig|扮猪吃老虎|比喻用心机耍诈。故意装成愚弱者让对手疏忽，再趁机赢得最后胜利
pig|人怕出名猪怕壮|人怕出了名招致麻烦，就象猪长肥了就要被宰杀一样。
pig|肥猪拱门|意思是谓自己送物上门﹐使人意外得财
pig|猪突豨勇|豨 (xī)：野猪。意思是指拼命向前冲，不怕死的人
pig|冷水烫猪|指杀死猪后用开水烫，以便去毛。用冷水烫猪等于不烫，猪毛仍去不掉。比喻白出力，徒劳无功。 
pig|猪狗不如|形容人格低下，品行极坏
